number,base,category,dry_run_action,title,url,reason
2647,main,SECURITY,EXCLUDE,"docs+security: sync docs, remove github_upload.py direct-main default, nosec ratchet",https://github.com/niluferbagevi-gif/Sidar/pull/2647,Security-sensitive change; mandatory human security review.
2648,main,SECURITY,EXCLUDE,Refresh remote installer checksum pins,https://github.com/niluferbagevi-gif/Sidar/pull/2648,Security-sensitive change; mandatory human security review.
2649,main,SECURITY,EXCLUDE,test(installer): fix ambient-env leakage in checksum fallback test,https://github.com/niluferbagevi-gif/Sidar/pull/2649,Security-sensitive change; mandatory human security review.
2650,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(installer): make nvidia-container-toolkit keyring readable by apt,https://github.com/niluferbagevi-gif/Sidar/pull/2650,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2651,main,SECURITY,EXCLUDE,Fix NVIDIA container toolkit keyring permissions in installer,https://github.com/niluferbagevi-gif/Sidar/pull/2651,Security-sensitive change; mandatory human security review.
2652,main,SECURITY,EXCLUDE,security(wsl): stop force-enabling experimental sparseVhd in .wslconfig,https://github.com/niluferbagevi-gif/Sidar/pull/2652,Security-sensitive change; mandatory human security review.
2655,main,SECURITY,EXCLUDE,fix(installer): repair interactive checksum review-and-pin under log tee redirect,https://github.com/niluferbagevi-gif/Sidar/pull/2655,Security-sensitive change; mandatory human security review.
2658,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden uv sync against slow-network timeouts,https://github.com/niluferbagevi-gif/Sidar/pull/2658,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2665,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix stale PostgreSQL URLs across installer env variants,https://github.com/niluferbagevi-gif/Sidar/pull/2665,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2678,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(doctor): RAG readiness checks now derive DATABASE_URL like the rest of Doctor,https://github.com/niluferbagevi-gif/Sidar/pull/2678,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2680,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(doctor): RAG readiness checks now use resolved DATABASE_URL,https://github.com/niluferbagevi-gif/Sidar/pull/2680,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2686,main,CLOSE_CANDIDATE,WOULD_CLOSE,docs: PBKDF2 iterasyon raporunu kod tabanıyla senkronize et,https://github.com/niluferbagevi-gif/Sidar/pull/2686,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2693,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix blank Ollama context dotenv handling,https://github.com/niluferbagevi-gif/Sidar/pull/2693,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2696,main,UNCLEAR,EXCLUDE,docs: comprehensive code review analysis (2026-08-06),https://github.com/niluferbagevi-gif/Sidar/pull/2696,Broad review-analysis scope is semantically unclear; mandatory human review.
2701,main,SECURITY,EXCLUDE,security: gate plugin sandbox release isolation and add release-image escape matrix,https://github.com/niluferbagevi-gif/Sidar/pull/2701,Security-sensitive change; mandatory human security review.
2706,main,REAL_MISSING,EXCLUDE,deps(deps): bump sigstore/cosign-installer from 3.7.0 to 4.1.2,https://github.com/niluferbagevi-gif/Sidar/pull/2706,Still-relevant dependency gap; refresh and human validation required.
2737,main,REAL_MISSING,EXCLUDE,deps(deps): bump redis from 5.2.1 to 8.1.0,https://github.com/niluferbagevi-gif/Sidar/pull/2737,Still-relevant dependency gap; refresh and human validation required.
2739,main,REAL_MISSING,EXCLUDE,deps(deps): bump chromadb from 0.5.20 to 1.5.9,https://github.com/niluferbagevi-gif/Sidar/pull/2739,Still-relevant dependency gap; refresh and human validation required.
2753,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(tests): isolate SIDAR_PRODUCTION_READINESS in docker-test-image doctor test,https://github.com/niluferbagevi-gif/Sidar/pull/2753,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2754,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(tests): isolate SIDAR_PRODUCTION_READINESS in doctor development-path test,https://github.com/niluferbagevi-gif/Sidar/pull/2754,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2757,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(installer): missing API_GROUPS keys + unconditional GPU debug log line,https://github.com/niluferbagevi-gif/Sidar/pull/2757,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2763,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(installer): apt/dpkg kilidi için DPkg::Lock::Timeout + auto-heal apt-lock-contention sınıflandırması,https://github.com/niluferbagevi-gif/Sidar/pull/2763,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
