number,manifest_category,manifest_action,base,title,url,live_state,merged,closed_at,updated_at,rationale_comment_author,rationale_comment_created_at,rationale_comment_url,close_actor,close_event_created_at,reconciliation_result,anomaly_reason
2195,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix WSL default distro detection in Docker integration preflight,https://github.com/niluferbagevi-gif/Sidar/pull/2195,CLOSED,false,2026-09-16T23:40:07Z,2026-09-16T23:40:07Z,niluferbagevi-gif,2026-09-16T23:38:56Z,https://github.com/niluferbagevi-gif/Sidar/pull/2195#issuecomment-5706156188,niluferbagevi-gif,2026-09-16T23:40:07Z,CLOSED_VERIFIED,
2196,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix WSL integration false negatives in preflight/runtime checks,https://github.com/niluferbagevi-gif/Sidar/pull/2196,CLOSED,false,2026-09-16T23:40:08Z,2026-09-16T23:40:08Z,niluferbagevi-gif,2026-09-16T23:38:58Z,https://github.com/niluferbagevi-gif/Sidar/pull/2196#issuecomment-5706156541,niluferbagevi-gif,2026-09-16T23:40:09Z,CLOSED_VERIFIED,
2197,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden WSL integration preflight autofix and PowerShell stderr handling,https://github.com/niluferbagevi-gif/Sidar/pull/2197,CLOSED,false,2026-09-16T23:40:10Z,2026-09-16T23:40:10Z,niluferbagevi-gif,2026-09-16T23:39:00Z,https://github.com/niluferbagevi-gif/Sidar/pull/2197#issuecomment-5706156855,niluferbagevi-gif,2026-09-16T23:40:10Z,CLOSED_VERIFIED,
2198,CLOSE_CANDIDATE,WOULD_CLOSE,main,Warn on Node.js major-version drift during React frontend setup,https://github.com/niluferbagevi-gif/Sidar/pull/2198,CLOSED,false,2026-09-16T23:40:11Z,2026-09-16T23:40:11Z,niluferbagevi-gif,2026-09-16T23:39:02Z,https://github.com/niluferbagevi-gif/Sidar/pull/2198#issuecomment-5706157121,niluferbagevi-gif,2026-09-16T23:40:11Z,CLOSED_VERIFIED,
2199,CLOSE_CANDIDATE,WOULD_CLOSE,main,Skip unnecessary WSL autofix when Docker daemon is reachable,https://github.com/niluferbagevi-gif/Sidar/pull/2199,CLOSED,false,2026-09-16T23:40:12Z,2026-09-16T23:40:12Z,niluferbagevi-gif,2026-09-16T23:39:04Z,https://github.com/niluferbagevi-gif/Sidar/pull/2199#issuecomment-5706157538,niluferbagevi-gif,2026-09-16T23:40:12Z,CLOSED_VERIFIED,
2200,CLOSE_CANDIDATE,WOULD_CLOSE,main,Avoid disruptive Docker autofix in WSL preflight,https://github.com/niluferbagevi-gif/Sidar/pull/2200,CLOSED,false,2026-09-16T23:40:13Z,2026-09-16T23:40:13Z,niluferbagevi-gif,2026-09-16T23:39:06Z,https://github.com/niluferbagevi-gif/Sidar/pull/2200#issuecomment-5706157923,niluferbagevi-gif,2026-09-16T23:40:13Z,CLOSED_VERIFIED,
2201,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix installer ANSI color escaping and WSL stderr path logging,https://github.com/niluferbagevi-gif/Sidar/pull/2201,CLOSED,false,2026-09-16T23:40:14Z,2026-09-16T23:40:14Z,niluferbagevi-gif,2026-09-16T23:39:08Z,https://github.com/niluferbagevi-gif/Sidar/pull/2201#issuecomment-5706158240,niluferbagevi-gif,2026-09-16T23:40:14Z,CLOSED_VERIFIED,
2202,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden uv installer pinning and NodeSource apt preference,https://github.com/niluferbagevi-gif/Sidar/pull/2202,CLOSED,false,2026-09-16T23:40:16Z,2026-09-16T23:40:16Z,niluferbagevi-gif,2026-09-16T23:39:10Z,https://github.com/niluferbagevi-gif/Sidar/pull/2202#issuecomment-5706158571,niluferbagevi-gif,2026-09-16T23:40:16Z,CLOSED_VERIFIED,
2203,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix install script uv sync extras conflict and NodeSource Node.js pinning,https://github.com/niluferbagevi-gif/Sidar/pull/2203,CLOSED,false,2026-09-16T23:40:17Z,2026-09-16T23:40:17Z,niluferbagevi-gif,2026-09-16T23:39:11Z,https://github.com/niluferbagevi-gif/Sidar/pull/2203#issuecomment-5706158838,niluferbagevi-gif,2026-09-16T23:40:17Z,CLOSED_VERIFIED,
2207,SECURITY,EXCLUDE,main,Harden installer SHA pin configuration for remote scripts,https://github.com/niluferbagevi-gif/Sidar/pull/2207,OPEN,false,,2026-08-23T02:33:14Z,,,,,,EXCLUDED_OPEN,
2208,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add `sidar_version` to packaged modules in pyproject.toml,https://github.com/niluferbagevi-gif/Sidar/pull/2208,CLOSED,false,2026-09-16T23:40:18Z,2026-09-16T23:40:18Z,niluferbagevi-gif,2026-09-16T23:39:13Z,https://github.com/niluferbagevi-gif/Sidar/pull/2208#issuecomment-5706159141,niluferbagevi-gif,2026-09-16T23:40:18Z,CLOSED_VERIFIED,
2210,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix PEP 639 license metadata conflict in pyproject.toml,https://github.com/niluferbagevi-gif/Sidar/pull/2210,CLOSED,false,2026-09-16T23:40:19Z,2026-09-16T23:40:19Z,niluferbagevi-gif,2026-09-16T23:39:15Z,https://github.com/niluferbagevi-gif/Sidar/pull/2210#issuecomment-5706159450,niluferbagevi-gif,2026-09-16T23:40:19Z,CLOSED_VERIFIED,
2214,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden WSL preflight JSON parsing and ensure `jq` is installed across package managers,https://github.com/niluferbagevi-gif/Sidar/pull/2214,CLOSED,false,2026-09-16T23:40:20Z,2026-09-16T23:40:20Z,niluferbagevi-gif,2026-09-16T23:39:17Z,https://github.com/niluferbagevi-gif/Sidar/pull/2214#issuecomment-5706159793,niluferbagevi-gif,2026-09-16T23:40:20Z,CLOSED_VERIFIED,
2217,CLOSE_CANDIDATE,WOULD_CLOSE,main,installer: add docker image pull policy with --last/--fresh flags,https://github.com/niluferbagevi-gif/Sidar/pull/2217,OPEN,false,,2026-08-23T02:33:14Z,,,,,,SKIPPED_OPEN,
2219,CLOSE_CANDIDATE,WOULD_CLOSE,main,installer: true from-zero install by default (wipe containers/volumes/images),https://github.com/niluferbagevi-gif/Sidar/pull/2219,OPEN,false,,2026-08-23T02:33:14Z,,,,,,SKIPPED_OPEN,
2220,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix: ruff F821/F401 hatalarını gider — run_tests.sh ve otonom döngü açılıyor,https://github.com/niluferbagevi-gif/Sidar/pull/2220,CLOSED,false,2026-09-16T23:40:21Z,2026-09-16T23:40:21Z,niluferbagevi-gif,2026-09-16T23:39:19Z,https://github.com/niluferbagevi-gif/Sidar/pull/2220#issuecomment-5706160186,niluferbagevi-gif,2026-09-16T23:40:21Z,CLOSED_VERIFIED,
2223,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix config preflight crash by importing Callable,https://github.com/niluferbagevi-gif/Sidar/pull/2223,CLOSED,false,2026-09-16T23:40:22Z,2026-09-16T23:40:22Z,niluferbagevi-gif,2026-09-16T23:39:21Z,https://github.com/niluferbagevi-gif/Sidar/pull/2223#issuecomment-5706160597,niluferbagevi-gif,2026-09-16T23:40:22Z,CLOSED_VERIFIED,
2225,SECURITY,EXCLUDE,main,"Tooling: warn on default slim test image, bootstrap uv in sandbox, add mypy fallback parsing, and detect PG index name conflicts",https://github.com/niluferbagevi-gif/Sidar/pull/2225,CLOSED,false,2026-09-16T23:40:24Z,2026-09-16T23:40:24Z,niluferbagevi-gif,2026-09-16T23:39:23Z,https://github.com/niluferbagevi-gif/Sidar/pull/2225#issuecomment-5706160893,niluferbagevi-gif,2026-09-16T23:40:24Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2226,CLOSE_CANDIDATE,WOULD_CLOSE,main,docs(env): set DOCKER_TEST_IMAGE example to sidar:latest,https://github.com/niluferbagevi-gif/Sidar/pull/2226,CLOSED,false,2026-09-16T23:40:25Z,2026-09-16T23:40:25Z,niluferbagevi-gif,2026-09-16T23:39:25Z,https://github.com/niluferbagevi-gif/Sidar/pull/2226#issuecomment-5706161170,niluferbagevi-gif,2026-09-16T23:40:25Z,CLOSED_VERIFIED,
2227,CLOSE_CANDIDATE,WOULD_CLOSE,main,chore: precreate autonomous loop artifact directories,https://github.com/niluferbagevi-gif/Sidar/pull/2227,CLOSED,false,2026-09-16T23:40:26Z,2026-09-16T23:40:26Z,niluferbagevi-gif,2026-09-16T23:39:27Z,https://github.com/niluferbagevi-gif/Sidar/pull/2227#issuecomment-5706161479,niluferbagevi-gif,2026-09-16T23:40:26Z,CLOSED_VERIFIED,
2229,CLOSE_CANDIDATE,WOULD_CLOSE,main,Support pyproject.toml for coverage `fail_under` and default to 5,https://github.com/niluferbagevi-gif/Sidar/pull/2229,CLOSED,false,2026-09-16T23:40:28Z,2026-09-16T23:40:28Z,niluferbagevi-gif,2026-09-16T23:39:29Z,https://github.com/niluferbagevi-gif/Sidar/pull/2229#issuecomment-5706161777,niluferbagevi-gif,2026-09-16T23:40:28Z,CLOSED_VERIFIED,
2231,SECURITY,EXCLUDE,main,Improve Docker sandbox image diagnostics and guidance,https://github.com/niluferbagevi-gif/Sidar/pull/2231,CLOSED,false,2026-09-16T23:40:29Z,2026-09-16T23:40:29Z,niluferbagevi-gif,2026-09-16T23:39:31Z,https://github.com/niluferbagevi-gif/Sidar/pull/2231#issuecomment-5706161967,niluferbagevi-gif,2026-09-16T23:40:29Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2233,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden .venv recreation flow in install_sidar.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2233,CLOSED,false,2026-09-16T23:40:30Z,2026-09-16T23:40:30Z,niluferbagevi-gif,2026-09-16T23:39:33Z,https://github.com/niluferbagevi-gif/Sidar/pull/2233#issuecomment-5706162249,niluferbagevi-gif,2026-09-16T23:40:30Z,CLOSED_VERIFIED,
2236,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix AttributeError in 0005 pgvector migration,https://github.com/niluferbagevi-gif/Sidar/pull/2236,CLOSED,false,2026-09-16T23:38:59Z,2026-09-16T23:38:59Z,niluferbagevi-gif,2026-09-16T23:38:58Z,https://github.com/niluferbagevi-gif/Sidar/pull/2236#issuecomment-5706156560,niluferbagevi-gif,2026-09-16T23:38:59Z,CLOSED_VERIFIED,
2237,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Compatibility, readiness and robustness: env/Docker defaults, doctor/RAG enhancements, launcher & router backward-compatibility",https://github.com/niluferbagevi-gif/Sidar/pull/2237,CLOSED,false,2026-09-16T23:39:02Z,2026-09-16T23:39:02Z,niluferbagevi-gif,2026-09-16T23:39:02Z,https://github.com/niluferbagevi-gif/Sidar/pull/2237#issuecomment-5706156998,niluferbagevi-gif,2026-09-16T23:39:02Z,CLOSED_VERIFIED,
2242,CLOSE_CANDIDATE,WOULD_CLOSE,main,Çekirdek kurulum manifesti için otomatik senkronizasyon pre-commit hook'u ve script eklendi,https://github.com/niluferbagevi-gif/Sidar/pull/2242,CLOSED,false,2026-09-16T23:39:05Z,2026-09-16T23:39:05Z,niluferbagevi-gif,2026-09-16T23:39:04Z,https://github.com/niluferbagevi-gif/Sidar/pull/2242#issuecomment-5706157406,niluferbagevi-gif,2026-09-16T23:39:05Z,CLOSED_VERIFIED,
2243,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add Database.count_sessions_total and fix Memory session-count call,https://github.com/niluferbagevi-gif/Sidar/pull/2243,CLOSED,false,2026-09-16T23:39:07Z,2026-09-16T23:39:07Z,niluferbagevi-gif,2026-09-16T23:39:06Z,https://github.com/niluferbagevi-gif/Sidar/pull/2243#issuecomment-5706157983,niluferbagevi-gif,2026-09-16T23:39:07Z,CLOSED_VERIFIED,
2245,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix legacy endpoint exports and auth-admin payload compatibility,https://github.com/niluferbagevi-gif/Sidar/pull/2245,CLOSED,false,2026-09-16T23:39:09Z,2026-09-16T23:39:09Z,niluferbagevi-gif,2026-09-16T23:39:09Z,https://github.com/niluferbagevi-gif/Sidar/pull/2245#issuecomment-5706158330,niluferbagevi-gif,2026-09-16T23:39:09Z,CLOSED_VERIFIED,
2246,CLOSE_CANDIDATE,WOULD_CLOSE,main,Expose missing legacy web_server endpoint exports,https://github.com/niluferbagevi-gif/Sidar/pull/2246,CLOSED,false,2026-09-16T23:39:12Z,2026-09-16T23:39:12Z,niluferbagevi-gif,2026-09-16T23:39:11Z,https://github.com/niluferbagevi-gif/Sidar/pull/2246#issuecomment-5706158751,niluferbagevi-gif,2026-09-16T23:39:12Z,CLOSED_VERIFIED,
2253,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix installer module hash mismatch and add manifest sync guardrails,https://github.com/niluferbagevi-gif/Sidar/pull/2253,CLOSED,false,2026-09-16T23:39:14Z,2026-09-16T23:39:14Z,niluferbagevi-gif,2026-09-16T23:39:13Z,https://github.com/niluferbagevi-gif/Sidar/pull/2253#issuecomment-5706159198,niluferbagevi-gif,2026-09-16T23:39:14Z,CLOSED_VERIFIED,
2259,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix Doctor auto-fix revalidation sequencing and early stop,https://github.com/niluferbagevi-gif/Sidar/pull/2259,CLOSED,false,2026-09-16T23:39:17Z,2026-09-16T23:39:17Z,niluferbagevi-gif,2026-09-16T23:39:16Z,https://github.com/niluferbagevi-gif/Sidar/pull/2259#issuecomment-5706159665,niluferbagevi-gif,2026-09-16T23:39:17Z,CLOSED_VERIFIED,
2262,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add runtime guard for missing coverage HTML assets,https://github.com/niluferbagevi-gif/Sidar/pull/2262,CLOSED,false,2026-09-16T23:39:20Z,2026-09-16T23:39:20Z,niluferbagevi-gif,2026-09-16T23:39:19Z,https://github.com/niluferbagevi-gif/Sidar/pull/2262#issuecomment-5706160071,niluferbagevi-gif,2026-09-16T23:39:20Z,CLOSED_VERIFIED,
2263,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden coverage htmlfiles check in test runner,https://github.com/niluferbagevi-gif/Sidar/pull/2263,CLOSED,false,2026-09-16T23:39:22Z,2026-09-16T23:39:22Z,niluferbagevi-gif,2026-09-16T23:39:21Z,https://github.com/niluferbagevi-gif/Sidar/pull/2263#issuecomment-5706160585,niluferbagevi-gif,2026-09-16T23:39:22Z,CLOSED_VERIFIED,
2264,CLOSE_CANDIDATE,WOULD_CLOSE,main,Stabilize pytest coverage flow against broken HTML reporter installs,https://github.com/niluferbagevi-gif/Sidar/pull/2264,CLOSED,false,2026-09-16T23:39:24Z,2026-09-16T23:39:24Z,niluferbagevi-gif,2026-09-16T23:39:24Z,https://github.com/niluferbagevi-gif/Sidar/pull/2264#issuecomment-5706160941,niluferbagevi-gif,2026-09-16T23:39:24Z,CLOSED_VERIFIED,
2267,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix: coverage INTERNALERROR ve fail_under tutarsızlığını gider,https://github.com/niluferbagevi-gif/Sidar/pull/2267,CLOSED,false,2026-09-16T23:39:27Z,2026-09-16T23:39:27Z,niluferbagevi-gif,2026-09-16T23:39:26Z,https://github.com/niluferbagevi-gif/Sidar/pull/2267#issuecomment-5706161386,niluferbagevi-gif,2026-09-16T23:39:27Z,CLOSED_VERIFIED,
2273,SECURITY,EXCLUDE,main,fix(security): upgrade FastAPI/Starlette and persist pip-audit JSON reports,https://github.com/niluferbagevi-gif/Sidar/pull/2273,CLOSED,false,2026-09-16T23:39:34Z,2026-09-16T23:39:34Z,niluferbagevi-gif,2026-09-16T23:39:34Z,https://github.com/niluferbagevi-gif/Sidar/pull/2273#issuecomment-5706162290,niluferbagevi-gif,2026-09-16T23:39:35Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2280,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix: make local BATS gate opt-in,https://github.com/niluferbagevi-gif/Sidar/pull/2280,CLOSED,false,2026-09-16T23:39:37Z,2026-09-16T23:39:37Z,niluferbagevi-gif,2026-09-16T23:39:36Z,https://github.com/niluferbagevi-gif/Sidar/pull/2280#issuecomment-5706162686,niluferbagevi-gif,2026-09-16T23:39:37Z,CLOSED_VERIFIED,
2286,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix BATS quoting bug in ensure_postgres_databases_exist test,https://github.com/niluferbagevi-gif/Sidar/pull/2286,CLOSED,false,2026-09-16T23:39:39Z,2026-09-16T23:39:39Z,niluferbagevi-gif,2026-09-16T23:39:39Z,https://github.com/niluferbagevi-gif/Sidar/pull/2286#issuecomment-5706163004,niluferbagevi-gif,2026-09-16T23:39:40Z,CLOSED_VERIFIED,
2287,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix: make postgres installer cleanup deterministic,https://github.com/niluferbagevi-gif/Sidar/pull/2287,CLOSED,false,2026-09-16T23:39:42Z,2026-09-16T23:39:42Z,niluferbagevi-gif,2026-09-16T23:39:41Z,https://github.com/niluferbagevi-gif/Sidar/pull/2287#issuecomment-5706163375,niluferbagevi-gif,2026-09-16T23:39:42Z,CLOSED_VERIFIED,
2288,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden PostgreSQL database setup checks,https://github.com/niluferbagevi-gif/Sidar/pull/2288,CLOSED,false,2026-09-16T23:39:45Z,2026-09-16T23:39:45Z,niluferbagevi-gif,2026-09-16T23:39:44Z,https://github.com/niluferbagevi-gif/Sidar/pull/2288#issuecomment-5706163929,niluferbagevi-gif,2026-09-16T23:39:45Z,CLOSED_VERIFIED,
2289,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Adjust benchmark gating, add Playwright platform helpers, and harden installer & GPU benchmarks",https://github.com/niluferbagevi-gif/Sidar/pull/2289,CLOSED,false,2026-09-16T23:39:47Z,2026-09-16T23:39:47Z,niluferbagevi-gif,2026-09-16T23:39:47Z,https://github.com/niluferbagevi-gif/Sidar/pull/2289#issuecomment-5706164446,niluferbagevi-gif,2026-09-16T23:39:47Z,CLOSED_VERIFIED,
2290,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Profile-sensitive benchmark thresholds, increased GPU warmup, and installer hardening",https://github.com/niluferbagevi-gif/Sidar/pull/2290,CLOSED,false,2026-09-16T23:39:50Z,2026-09-16T23:39:50Z,niluferbagevi-gif,2026-09-16T23:39:49Z,https://github.com/niluferbagevi-gif/Sidar/pull/2290#issuecomment-5706164981,niluferbagevi-gif,2026-09-16T23:39:50Z,CLOSED_VERIFIED,
2294,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Improve benchmark handling, Playwright install fallback, and E2E dev/test wiring",https://github.com/niluferbagevi-gif/Sidar/pull/2294,CLOSED,false,2026-09-16T23:39:53Z,2026-09-16T23:39:53Z,niluferbagevi-gif,2026-09-16T23:39:52Z,https://github.com/niluferbagevi-gif/Sidar/pull/2294#issuecomment-5706165446,niluferbagevi-gif,2026-09-16T23:39:53Z,CLOSED_VERIFIED,
2307,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden Ollama installer sudo handling,https://github.com/niluferbagevi-gif/Sidar/pull/2307,CLOSED,false,2026-09-16T23:39:55Z,2026-09-16T23:39:55Z,niluferbagevi-gif,2026-09-16T23:39:55Z,https://github.com/niluferbagevi-gif/Sidar/pull/2307#issuecomment-5706165898,niluferbagevi-gif,2026-09-16T23:39:55Z,CLOSED_VERIFIED,
2316,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add CI synthetic benchmark regression verifier and integrate into workflow,https://github.com/niluferbagevi-gif/Sidar/pull/2316,CLOSED,false,2026-09-16T23:39:58Z,2026-09-16T23:39:58Z,niluferbagevi-gif,2026-09-16T23:39:58Z,https://github.com/niluferbagevi-gif/Sidar/pull/2316#issuecomment-5706166548,niluferbagevi-gif,2026-09-16T23:39:58Z,CLOSED_VERIFIED,
2317,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add synthetic benchmark regression-gate self-test and wire it into CI,https://github.com/niluferbagevi-gif/Sidar/pull/2317,OPEN,false,,2026-08-23T02:33:14Z,,,,,,SKIPPED_OPEN,
2318,CLOSE_CANDIDATE,WOULD_CLOSE,main,test(benchmark): add regression-gate canary verifier,https://github.com/niluferbagevi-gif/Sidar/pull/2318,CLOSED,false,2026-09-16T23:40:01Z,2026-09-16T23:40:01Z,niluferbagevi-gif,2026-09-16T23:40:00Z,https://github.com/niluferbagevi-gif/Sidar/pull/2318#issuecomment-5706167121,niluferbagevi-gif,2026-09-16T23:40:01Z,CLOSED_VERIFIED,
2323,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Refactor web server into modular route packages, centralize router registration, and enforce 100% coverage gate",https://github.com/niluferbagevi-gif/Sidar/pull/2323,CLOSED,false,2026-09-16T23:40:04Z,2026-09-16T23:40:04Z,niluferbagevi-gif,2026-09-16T23:40:03Z,https://github.com/niluferbagevi-gif/Sidar/pull/2323#issuecomment-5706167851,niluferbagevi-gif,2026-09-16T23:40:04Z,CLOSED_VERIFIED,
2331,CLOSE_CANDIDATE,WOULD_CLOSE,main,feat(installer): enrich module hash drift diagnostics and CI guard,https://github.com/niluferbagevi-gif/Sidar/pull/2331,CLOSED,false,2026-09-16T23:40:11Z,2026-09-16T23:40:11Z,niluferbagevi-gif,2026-09-16T23:40:10Z,https://github.com/niluferbagevi-gif/Sidar/pull/2331#issuecomment-5706169163,niluferbagevi-gif,2026-09-16T23:40:11Z,CLOSED_VERIFIED,
2332,CLOSE_CANDIDATE,WOULD_CLOSE,main,Use canonical absolute imports for built-in agent roles,https://github.com/niluferbagevi-gif/Sidar/pull/2332,CLOSED,false,2026-09-16T23:40:14Z,2026-09-16T23:40:14Z,niluferbagevi-gif,2026-09-16T23:40:13Z,https://github.com/niluferbagevi-gif/Sidar/pull/2332#issuecomment-5706169869,niluferbagevi-gif,2026-09-16T23:40:14Z,CLOSED_VERIFIED,
2333,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix registry duplicate imports by using canonical absolute imports,https://github.com/niluferbagevi-gif/Sidar/pull/2333,CLOSED,false,2026-09-16T23:40:17Z,2026-09-16T23:40:17Z,niluferbagevi-gif,2026-09-16T23:40:16Z,https://github.com/niluferbagevi-gif/Sidar/pull/2333#issuecomment-5706170402,niluferbagevi-gif,2026-09-16T23:40:17Z,CLOSED_VERIFIED,
2334,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix registry mismatch for built-in roles: canonical imports in agent/roles/__init__.py,https://github.com/niluferbagevi-gif/Sidar/pull/2334,CLOSED,false,2026-09-16T23:40:19Z,2026-09-16T23:40:19Z,niluferbagevi-gif,2026-09-16T23:40:19Z,https://github.com/niluferbagevi-gif/Sidar/pull/2334#issuecomment-5706170905,niluferbagevi-gif,2026-09-16T23:40:20Z,CLOSED_VERIFIED,
2335,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix registry import path issue in agent roles,https://github.com/niluferbagevi-gif/Sidar/pull/2335,CLOSED,false,2026-09-16T23:40:22Z,2026-09-16T23:40:22Z,niluferbagevi-gif,2026-09-16T23:40:21Z,https://github.com/niluferbagevi-gif/Sidar/pull/2335#issuecomment-5706171441,niluferbagevi-gif,2026-09-16T23:40:22Z,CLOSED_VERIFIED,
2340,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix websocket reconnect after token changes,https://github.com/niluferbagevi-gif/Sidar/pull/2340,CLOSED,false,2026-09-16T23:40:24Z,2026-09-16T23:40:24Z,niluferbagevi-gif,2026-09-16T23:40:24Z,https://github.com/niluferbagevi-gif/Sidar/pull/2340#issuecomment-5706172036,niluferbagevi-gif,2026-09-16T23:40:25Z,CLOSED_VERIFIED,
2343,CLOSE_CANDIDATE,WOULD_CLOSE,main,Skip non-class builtins and improve WebSocket token lookup,https://github.com/niluferbagevi-gif/Sidar/pull/2343,CLOSED,false,2026-09-16T23:40:28Z,2026-09-16T23:40:28Z,niluferbagevi-gif,2026-09-16T23:40:27Z,https://github.com/niluferbagevi-gif/Sidar/pull/2343#issuecomment-5706172668,niluferbagevi-gif,2026-09-16T23:40:28Z,CLOSED_VERIFIED,
2344,SECURITY,EXCLUDE,main,"Address pip-audit CVEs in bleach, starlette, and torch",https://github.com/niluferbagevi-gif/Sidar/pull/2344,CLOSED,false,2026-09-16T23:40:30Z,2026-09-16T23:40:30Z,niluferbagevi-gif,2026-09-16T23:40:30Z,https://github.com/niluferbagevi-gif/Sidar/pull/2344#issuecomment-5706173243,niluferbagevi-gif,2026-09-16T23:40:30Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2346,SECURITY,EXCLUDE,main,"Close pip-audit findings on bleach, starlette, torch",https://github.com/niluferbagevi-gif/Sidar/pull/2346,CLOSED,false,2026-09-16T23:40:33Z,2026-09-16T23:40:33Z,niluferbagevi-gif,2026-09-16T23:40:32Z,https://github.com/niluferbagevi-gif/Sidar/pull/2346#issuecomment-5706173742,niluferbagevi-gif,2026-09-16T23:40:33Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2347,SECURITY,EXCLUDE,main,Ollama checksum eksikliğini auto-heal'de fail-fast olarak ayır,https://github.com/niluferbagevi-gif/Sidar/pull/2347,CLOSED,false,2026-09-16T23:40:35Z,2026-09-16T23:40:35Z,niluferbagevi-gif,2026-09-16T23:40:35Z,https://github.com/niluferbagevi-gif/Sidar/pull/2347#issuecomment-5706174205,niluferbagevi-gif,2026-09-16T23:40:35Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2349,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix sudo keep-alive loop during Ollama installation,https://github.com/niluferbagevi-gif/Sidar/pull/2349,CLOSED,false,2026-09-16T23:40:38Z,2026-09-16T23:40:38Z,niluferbagevi-gif,2026-09-16T23:40:38Z,https://github.com/niluferbagevi-gif/Sidar/pull/2349#issuecomment-5706174711,niluferbagevi-gif,2026-09-16T23:40:38Z,CLOSED_VERIFIED,
2350,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add safe installer wrapper script to address sudo keep-alive race conditions,https://github.com/niluferbagevi-gif/Sidar/pull/2350,CLOSED,false,2026-09-16T23:40:41Z,2026-09-16T23:40:41Z,niluferbagevi-gif,2026-09-16T23:40:40Z,https://github.com/niluferbagevi-gif/Sidar/pull/2350#issuecomment-5706175208,niluferbagevi-gif,2026-09-16T23:40:41Z,CLOSED_VERIFIED,
2352,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix patch script path for ws integrity patch,https://github.com/niluferbagevi-gif/Sidar/pull/2352,CLOSED,false,2026-09-16T23:40:49Z,2026-09-16T23:40:49Z,niluferbagevi-gif,2026-09-16T23:40:48Z,https://github.com/niluferbagevi-gif/Sidar/pull/2352#issuecomment-5706176436,niluferbagevi-gif,2026-09-16T23:40:49Z,CLOSED_VERIFIED,
2355,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix(supervisor): honor MAX_TURNS=0 as immediate circuit breaker,https://github.com/niluferbagevi-gif/Sidar/pull/2355,CLOSED,false,2026-09-16T23:40:51Z,2026-09-16T23:40:51Z,niluferbagevi-gif,2026-09-16T23:40:51Z,https://github.com/niluferbagevi-gif/Sidar/pull/2355#issuecomment-5706176906,niluferbagevi-gif,2026-09-16T23:40:51Z,CLOSED_VERIFIED,
2365,CLOSE_CANDIDATE,WOULD_CLOSE,main,Label langsmith in dependency inventory,https://github.com/niluferbagevi-gif/Sidar/pull/2365,CLOSED,false,2026-09-16T23:40:54Z,2026-09-16T23:40:54Z,niluferbagevi-gif,2026-09-16T23:40:53Z,https://github.com/niluferbagevi-gif/Sidar/pull/2365#issuecomment-5706177323,niluferbagevi-gif,2026-09-16T23:40:54Z,CLOSED_VERIFIED,
